device_hub_id,created_at,air_humidity_percent,soil_humidity_percent,celcius_grade_temperature,precipitation_detected
5D:69:20:31:4B:81,2024-11-10 22:06:46.829643,93.31840409664571,28.814888735252033,25.06196710305022,0
4D:69:20:31:4B:80,2024-11-11 03:27:46.829643,82.20716971278621,17.52538504078834,23.54082029943647,1
4D:69:20:31:4B:80,2024-11-10 12:04:46.829643,75.87692038771148,30.636859167621086,25.473514307764074,1
2C:69:20:31:4B:78,2024-11-12 02:36:46.829643,84.36281530099171,17.985213998657752,24.93697474146579,0
1C:69:20:31:4B:78,2024-11-12 03:53:46.829643,98.37705785195229,47.17477622704432,15.490010217563725,0
2C:69:20:31:4B:78,2024-11-11 18:59:46.829643,80.01840459277444,26.8546453877102,30.41954019622093,0
5D:69:20:31:4B:81,2024-11-10 10:12:46.829643,88.75174317589047,57.02012676669869,27.28317606546181,1
2C:69:20:31:4B:78,2024-11-12 05:03:46.829643,80.75931223103082,23.434667031997943,20.62724228053137,0
3D:69:20:31:4B:79,2024-11-10 13:36:46.829643,95.25682878603331,15.319124957485162,25.43409419976134,0
2C:69:20:31:4B:78,2024-11-10 14:03:46.829643,73.25439094300565,15.370039956708212,22.748932392189328,1
3D:69:20:31:4B:79,2024-11-11 21:43:46.829643,82.55235424825696,14.97541373572112,31.25385040100462,0
4D:69:20:31:4B:80,2024-11-10 19:12:46.829643,87.93873488242144,20.181728288527314,27.19691884567318,1
3D:69:20:31:4B:79,2024-11-11 11:29:46.829643,63.85459483653878,59.00825792564044,16.461856055668683,0
4D:69:20:31:4B:80,2024-11-10 22:01:46.829643,40.352857915727746,30.187515441953263,26.313424423535,0
3D:69:20:31:4B:79,2024-11-11 21:06:46.829643,98.30499359575799,37.130035246258984,21.029349933264022,1
5D:69:20:31:4B:81,2024-11-11 15:06:46.829643,43.97296552350646,42.754271032823205,27.690150702611753,1
1C:69:20:31:4B:78,2024-11-10 14:35:46.829643,82.63362329644521,38.09337598860375,16.759002621516114,0
4D:69:20:31:4B:80,2024-11-11 13:29:46.829643,47.343057814108136,40.363507351854665,30.070616550126687,1
5D:69:20:31:4B:81,2024-11-11 13:55:46.829643,77.08523438777513,50.66200143499608,27.579847841951935,1
1C:69:20:31:4B:78,2024-11-10 18:59:46.829643,51.43029692824902,12.893169385093024,15.941379737271419,1
4D:69:20:31:4B:80,2024-11-11 13:45:46.829643,94.51345759236727,10.759847889025671,23.015640307023364,0
4D:69:20:31:4B:80,2024-11-11 13:10:46.829643,55.033083404851396,37.788019617923695,20.23361957492601,1
5D:69:20:31:4B:81,2024-11-10 14:22:46.829643,92.07608590558547,19.66888709687647,26.7650388520212,0
3D:69:20:31:4B:79,2024-11-10 13:54:46.829643,77.38239585980571,42.52721016989831,22.894977951691075,0
5D:69:20:31:4B:81,2024-11-11 20:08:46.829643,82.46355420020406,35.33966260362288,34.41444731568457,1
1C:69:20:31:4B:78,2024-11-10 11:01:46.829643,55.82906234070662,53.66196972335811,17.93294783727679,1
5D:69:20:31:4B:81,2024-11-11 08:58:46.829643,64.29589882508995,42.7512246649987,33.25497969729424,0
4D:69:20:31:4B:80,2024-11-11 13:47:46.829643,70.24926735276526,29.238459783123773,24.56129268250706,0
5D:69:20:31:4B:81,2024-11-10 14:21:46.829643,92.91474149637519,57.03435163521219,18.528504204319475,1
2C:69:20:31:4B:78,2024-11-11 01:04:46.829643,62.22969488803322,20.850527929464732,21.810468274862036,0
2C:69:20:31:4B:78,2024-11-11 00:55:46.829643,65.8290769871688,33.88123569532741,22.703780984665887,1
1C:69:20:31:4B:78,2024-11-11 15:41:46.829643,63.31637616041717,17.014738702159683,22.748425208319635,1
1C:69:20:31:4B:78,2024-11-11 05:10:46.829643,72.16691805836601,59.963361775881204,24.30453621714055,1
1C:69:20:31:4B:78,2024-11-10 23:19:46.829643,90.62580673095235,52.65884026774568,17.49705067507164,0
5D:69:20:31:4B:81,2024-11-12 03:37:46.829643,80.94949856458678,11.699907047567834,15.781286835144899,0
2C:69:20:31:4B:78,2024-11-10 15:06:46.829643,92.85594044375367,21.56562127462566,24.948502525867326,1
2C:69:20:31:4B:78,2024-11-11 14:04:46.829643,80.08030535290476,40.624340247825565,27.923334897088445,1
1C:69:20:31:4B:78,2024-11-11 06:28:46.829643,63.03148879353982,55.370532314545024,18.66288119398723,0
2C:69:20:31:4B:78,2024-11-11 01:48:46.829643,68.39291987770139,19.102950047838924,25.462662810822692,0
3D:69:20:31:4B:79,2024-11-11 03:46:46.829643,98.30448183251224,20.66144430402306,24.19877408169827,0
5D:69:20:31:4B:81,2024-11-10 20:50:46.829643,87.76094025432488,54.64680885718048,18.708359836448906,0
5D:69:20:31:4B:81,2024-11-11 11:44:46.829643,77.74189699688958,26.000969882938083,26.18042820190245,1
4D:69:20:31:4B:80,2024-11-11 07:20:46.829643,97.77787546288612,23.686677531849817,20.00063602554179,1
1C:69:20:31:4B:78,2024-11-12 04:58:46.829643,86.38797486253628,15.369112388927666,28.375719803999516,1
4D:69:20:31:4B:80,2024-11-12 02:19:46.829643,84.58381278997689,21.672849261070883,32.28729593065448,1
4D:69:20:31:4B:80,2024-11-10 21:59:46.829643,47.22743400152521,56.56835661200182,21.86741540066207,1
5D:69:20:31:4B:81,2024-11-12 06:28:46.829643,64.72170044213904,26.174612719397174,34.09738632480297,0
1C:69:20:31:4B:78,2024-11-11 12:55:46.829643,43.22293512674504,14.349727157225452,32.69124321510531,1
1C:69:20:31:4B:78,2024-11-11 00:17:46.829643,55.225132651744836,37.379542899070614,15.46385474178898,0
3D:69:20:31:4B:79,2024-11-10 14:21:46.829643,78.44326077319238,48.58069855632137,28.452820480674035,0
4D:69:20:31:4B:80,2024-11-11 10:12:46.829643,77.95065651491973,26.865683485734138,21.63422219272372,0
3D:69:20:31:4B:79,2024-11-10 20:16:46.829643,93.69061716975492,14.877017819933844,31.374112478158,0
5D:69:20:31:4B:81,2024-11-11 18:47:46.829643,50.317257901687235,36.54609463200937,29.036751917700308,1
2C:69:20:31:4B:78,2024-11-12 00:07:46.829643,79.46182638386558,34.32057072615097,18.338040554252245,1
4D:69:20:31:4B:80,2024-11-12 08:02:46.829643,90.61320373867204,46.10979103565665,19.697920559445947,0
3D:69:20:31:4B:79,2024-11-11 06:01:46.829643,66.51831063421236,30.488512584730543,21.680313195829548,0
1C:69:20:31:4B:78,2024-11-10 16:02:46.829643,64.50868797881263,50.799647258627274,18.82743726402588,1
1C:69:20:31:4B:78,2024-11-10 13:08:46.829643,96.57886835640062,58.07140905354957,27.458574805741268,0
4D:69:20:31:4B:80,2024-11-11 02:40:46.829643,73.05223815167567,34.87605146874315,29.881023089684412,1
1C:69:20:31:4B:78,2024-11-11 21:30:46.829643,65.25847611475298,44.7785514585327,31.266496223240704,0
4D:69:20:31:4B:80,2024-11-11 03:58:46.829643,50.1361730407977,10.914393208205594,34.83885567548265,0
1C:69:20:31:4B:78,2024-11-11 17:03:46.829643,54.17719259422936,42.33967849807058,15.684821632987841,0
1C:69:20:31:4B:78,2024-11-12 08:09:46.829643,80.33486816152035,21.318771573198184,31.272812498409643,1
5D:69:20:31:4B:81,2024-11-11 17:59:46.829643,85.58494280165547,22.26210895791613,24.240937292878915,0
2C:69:20:31:4B:78,2024-11-11 13:49:46.829643,42.126861621693905,40.48074656557594,17.322556501816763,1
5D:69:20:31:4B:81,2024-11-11 03:18:46.829643,90.27099315318375,54.57587365356348,22.56679579339972,0
4D:69:20:31:4B:80,2024-11-11 05:28:46.829643,43.2864044880097,58.11934033605956,28.798967417133284,1
2C:69:20:31:4B:78,2024-11-12 08:21:46.829643,91.23140404923791,25.47936572613947,25.64147558094787,1
1C:69:20:31:4B:78,2024-11-11 14:59:46.829643,92.9365464898994,36.81789827249963,29.31688872791015,0
5D:69:20:31:4B:81,2024-11-12 04:49:46.829643,65.93837085471162,32.66791831284172,19.118443157408834,1
5D:69:20:31:4B:81,2024-11-11 11:04:46.829643,64.74417818105674,23.582761621129496,17.7716258161078,0
3D:69:20:31:4B:79,2024-11-11 13:31:46.829643,86.50266237500134,17.79236518027909,27.20161664713625,0
1C:69:20:31:4B:78,2024-11-12 02:42:46.829643,64.81979997319672,48.65416565417406,18.621438449123794,1
5D:69:20:31:4B:81,2024-11-11 07:02:46.829643,41.267295364075736,17.2769570721254,32.44250125736146,1
1C:69:20:31:4B:78,2024-11-10 17:42:46.829643,82.48884687718471,15.717980719653065,17.566315152781566,0
2C:69:20:31:4B:78,2024-11-12 05:25:46.829643,84.99586606173564,42.31593369539598,21.607796246706485,1
5D:69:20:31:4B:81,2024-11-10 14:55:46.829643,69.06042675739351,54.376191330441166,33.8320766605116,1
2C:69:20:31:4B:78,2024-11-10 16:11:46.829643,56.09869321629368,47.81076552970033,23.179424974655827,1
5D:69:20:31:4B:81,2024-11-10 23:35:46.829643,97.57123537379317,58.87239578142277,29.03785118057229,1
4D:69:20:31:4B:80,2024-11-11 05:00:46.829643,52.12567766488301,58.79740689751131,32.07632457858794,1
5D:69:20:31:4B:81,2024-11-12 00:55:46.829643,91.3903599728351,14.334003565376232,15.429756910842457,0
2C:69:20:31:4B:78,2024-11-11 05:39:46.829643,93.04821345918086,30.975655156660906,17.926254473749285,0
4D:69:20:31:4B:80,2024-11-12 06:41:46.829643,64.4071402580435,59.146916779817595,21.865973907720992,0
4D:69:20:31:4B:80,2024-11-11 11:23:46.829643,71.48793714642073,59.03991930262337,25.124633318069467,1
5D:69:20:31:4B:81,2024-11-11 08:31:46.829643,56.130097387723964,51.11433865654916,19.677147614076286,1
4D:69:20:31:4B:80,2024-11-11 03:24:46.829643,72.7397666136754,25.36328769144305,17.49814588314749,1
2C:69:20:31:4B:78,2024-11-11 00:00:46.829643,73.03966009255728,27.757787269667087,21.55546926893617,0
5D:69:20:31:4B:81,2024-11-11 05:40:46.829643,53.868890924224594,40.96522718095661,16.856391399413255,0
2C:69:20:31:4B:78,2024-11-10 13:34:46.829643,45.72896464406854,22.76722301602514,16.07235822433384,0
2C:69:20:31:4B:78,2024-11-10 12:50:46.829643,41.178301987493185,10.420276032129701,22.630357503474638,1
5D:69:20:31:4B:81,2024-11-10 16:42:46.829643,90.69440832720909,59.43441523509872,31.33903185235202,1
2C:69:20:31:4B:78,2024-11-11 03:05:46.829643,91.5660419047993,14.577597222108288,24.563793688086676,0
2C:69:20:31:4B:78,2024-11-12 04:26:46.829643,74.46436418597239,35.81649162308565,21.99249175194174,1
2C:69:20:31:4B:78,2024-11-10 14:50:46.829643,53.52715850568945,18.337033955509515,16.393765484930928,0
2C:69:20:31:4B:78,2024-11-11 11:51:46.829643,98.05285001399429,18.81919431849519,34.189073298036114,0
2C:69:20:31:4B:78,2024-11-11 11:16:46.829643,71.02795037194073,47.5146068241622,22.816828521510573,1
2C:69:20:31:4B:78,2024-11-11 14:41:46.829643,44.367046862971016,55.46068291357292,32.26105903732015,1
3D:69:20:31:4B:79,2024-11-11 19:40:46.829643,98.2214842785259,50.634931928510724,20.45490793315224,0
2C:69:20:31:4B:78,2024-11-11 07:12:46.829643,55.59849577815703,57.74307498903642,15.62875249789245,1
4D:69:20:31:4B:80,2024-11-10 20:23:46.829643,60.405825733194,19.5333568366797,22.73915159088446,1
1C:69:20:31:4B:78,2024-11-10 21:59:46.829643,87.74662588498538,59.05548452914585,26.95652801531183,1
3D:69:20:31:4B:79,2024-11-10 19:51:46.829643,67.08869873536784,35.816526208335404,33.46462391149264,0
3D:69:20:31:4B:79,2024-11-11 21:00:46.829643,96.78911868852292,57.67464089061081,24.787321886872355,1
1C:69:20:31:4B:78,2024-11-11 07:44:46.829643,53.63319839267595,11.937640577936934,32.291789881856154,1
4D:69:20:31:4B:80,2024-11-11 08:05:46.829643,89.30441496131778,58.85062828292801,19.359259356846703,1
4D:69:20:31:4B:80,2024-11-11 04:29:46.829643,95.98267514406865,57.804083135481754,30.27784701987596,0
5D:69:20:31:4B:81,2024-11-10 13:59:46.829643,74.35131095669371,18.804279445961548,33.87622324458445,0
2C:69:20:31:4B:78,2024-11-11 12:05:46.829643,62.528915096953504,44.001005954988266,24.088764966828975,1
3D:69:20:31:4B:79,2024-11-12 08:12:46.829643,54.899019471815265,29.164139058655223,28.506183301727063,0
4D:69:20:31:4B:80,2024-11-11 02:08:46.829643,61.770823188786935,20.359962897208025,34.49870750997664,1
1C:69:20:31:4B:78,2024-11-12 04:39:46.829643,95.89846872585072,46.81656984482762,31.769135604371314,0
4D:69:20:31:4B:80,2024-11-12 02:24:46.829643,88.20891496977598,27.643345852952624,33.25378170918273,0
1C:69:20:31:4B:78,2024-11-10 22:36:46.829643,81.18364757517784,41.62145347723174,31.291653238287424,1
2C:69:20:31:4B:78,2024-11-10 20:38:46.829643,61.8448993100766,51.249075425963284,32.52305340110562,0
2C:69:20:31:4B:78,2024-11-11 23:05:46.829643,50.74194569514917,48.67028397594285,17.07952172765593,0
2C:69:20:31:4B:78,2024-11-10 23:30:46.829643,43.33848309847146,49.8588701810301,33.671744702968624,0
5D:69:20:31:4B:81,2024-11-11 03:02:46.829643,43.3389432461263,16.178926552920554,30.357428386546484,1
1C:69:20:31:4B:78,2024-11-11 05:38:46.829643,81.75769900960877,40.567435879894695,27.03546766020085,0
1C:69:20:31:4B:78,2024-11-11 05:04:46.829643,68.986801474138,42.30890009754796,21.390357633364257,1
5D:69:20:31:4B:81,2024-11-12 03:11:46.829643,57.828562639671304,42.922412756667605,34.661940868202855,0
2C:69:20:31:4B:78,2024-11-12 04:49:46.829643,77.88246121603376,53.02152997412899,24.091623001147617,0
5D:69:20:31:4B:81,2024-11-10 18:09:46.829643,77.72338339969549,45.3779132213576,30.458157265131987,0
4D:69:20:31:4B:80,2024-11-11 10:28:46.829643,48.31284741177279,57.58665631946173,32.38633932735092,0
3D:69:20:31:4B:79,2024-11-11 11:13:46.829643,50.89511776373941,10.646191442667327,29.99107068272397,0
2C:69:20:31:4B:78,2024-11-12 02:51:46.829643,68.57032846620663,39.60777793313788,15.8598867571728,0
3D:69:20:31:4B:79,2024-11-12 06:32:46.829643,72.7557675175847,37.03356938405729,18.0730512670146,1
2C:69:20:31:4B:78,2024-11-12 02:57:46.829643,46.65935875284386,34.93712632792038,34.10664856694207,0
4D:69:20:31:4B:80,2024-11-11 16:25:46.829643,50.44677466209253,56.39870827539318,24.15122537413917,0
1C:69:20:31:4B:78,2024-11-10 09:37:46.829643,43.68797108760047,44.547752805266995,20.432473269331815,0
1C:69:20:31:4B:78,2024-11-10 23:04:46.829643,57.620052612288035,38.049961181830746,22.481862817649134,0
4D:69:20:31:4B:80,2024-11-11 07:09:46.829643,74.12688400949386,54.83594164047797,26.884910114979405,1
2C:69:20:31:4B:78,2024-11-12 01:26:46.829643,51.73985053983384,26.06754470205906,28.405654662931966,0
4D:69:20:31:4B:80,2024-11-10 18:18:46.829643,83.13752113973642,40.155437427575265,30.631253282534622,1
5D:69:20:31:4B:81,2024-11-11 21:18:46.829643,50.340102692590165,13.038233391932227,34.64090036820048,1
3D:69:20:31:4B:79,2024-11-10 10:51:46.829643,44.913086856336946,29.833294186932605,30.509500450300017,1
5D:69:20:31:4B:81,2024-11-11 17:11:46.829643,93.84153394038881,37.77319210390067,19.064975065749973,1
4D:69:20:31:4B:80,2024-11-11 19:43:46.829643,45.95374455425158,31.887790388984296,26.395327656744257,1
4D:69:20:31:4B:80,2024-11-10 20:01:46.829643,78.78199526173714,19.59438643568119,19.975850660313597,1
2C:69:20:31:4B:78,2024-11-12 06:46:46.829643,76.48236934205482,52.70473945340614,26.514256620565178,1
1C:69:20:31:4B:78,2024-11-12 03:37:46.829643,81.01705699586547,49.329876705778375,16.80472342642222,0
4D:69:20:31:4B:80,2024-11-10 18:58:46.829643,60.58619735094959,20.31543203683549,31.613169348299934,0
1C:69:20:31:4B:78,2024-11-10 10:31:46.829643,52.91266967834842,58.015012577951424,21.16891948934935,1
4D:69:20:31:4B:80,2024-11-11 10:12:46.829643,87.95333528475635,42.85851264919227,32.34504505456604,1
5D:69:20:31:4B:81,2024-11-11 08:57:46.829643,61.33678372770084,52.187656572945215,17.76869596374444,0
2C:69:20:31:4B:78,2024-11-11 08:45:46.829643,99.41107487769189,35.84108279253577,21.389224216563456,1
5D:69:20:31:4B:81,2024-11-11 18:04:46.829643,62.53462853022353,27.08886215801151,24.760134530070836,0
1C:69:20:31:4B:78,2024-11-10 14:12:46.829643,46.15585031134773,56.307897964636425,20.17309117916943,0
1C:69:20:31:4B:78,2024-11-12 00:58:46.829643,80.19468147429237,17.53057051458318,21.539701508278718,0
1C:69:20:31:4B:78,2024-11-11 18:55:46.829643,51.20816058587242,14.359563502242747,15.889321974044394,0
5D:69:20:31:4B:81,2024-11-11 15:58:46.829643,90.18997497391788,46.32777426459834,21.613405566139527,1
4D:69:20:31:4B:80,2024-11-11 08:49:46.829643,51.83579961668654,31.257244216476472,18.670625814793546,0
1C:69:20:31:4B:78,2024-11-11 08:29:46.829643,42.60384378232295,17.86192184844847,29.17260381259831,0
5D:69:20:31:4B:81,2024-11-10 09:08:46.829643,61.265304670845715,34.718761017498004,28.03274244987168,1
4D:69:20:31:4B:80,2024-11-10 15:34:46.829643,48.72158732703478,22.35274393640529,32.01447955634906,1
2C:69:20:31:4B:78,2024-11-12 02:36:46.829643,95.960028077977,51.14601191498828,34.72381726698467,1
1C:69:20:31:4B:78,2024-11-11 23:36:46.829643,53.07990400829985,45.38241674167204,32.50072286214322,0
2C:69:20:31:4B:78,2024-11-12 02:56:46.829643,68.05187464638294,59.10600278631328,34.36055636770672,0
1C:69:20:31:4B:78,2024-11-10 10:17:46.829643,45.35475600433671,23.783734988121175,18.509846232884527,1
1C:69:20:31:4B:78,2024-11-10 15:37:46.829643,47.68317286402061,22.831852349361366,31.067965762024336,1
3D:69:20:31:4B:79,2024-11-10 19:57:46.829643,91.2915830365902,54.3768622237606,23.472041547483574,1
3D:69:20:31:4B:79,2024-11-10 13:00:46.829643,63.69592857315894,45.43961044524903,21.574332750601002,1
2C:69:20:31:4B:78,2024-11-10 09:30:46.829643,47.859981683614926,44.61651477414943,29.568292567105132,0
2C:69:20:31:4B:78,2024-11-11 22:45:46.829643,44.340327871386066,17.206471588058584,20.834220596765427,1
5D:69:20:31:4B:81,2024-11-11 21:50:46.829643,89.5088125807125,39.98068424034014,23.503191986914583,0
4D:69:20:31:4B:80,2024-11-11 22:58:46.829643,82.61718488300284,48.7742534849032,25.139392360260175,0
3D:69:20:31:4B:79,2024-11-10 18:39:46.829643,71.80833081224404,43.95681614054269,28.667177216237132,1
1C:69:20:31:4B:78,2024-11-10 12:55:46.829643,78.84869748016598,36.82946884188742,23.878293615893163,0
5D:69:20:31:4B:81,2024-11-12 05:03:46.829643,64.93779506514444,46.12702212421561,33.82563884196791,1
5D:69:20:31:4B:81,2024-11-12 03:42:46.829643,67.4842450766181,57.437784612570766,20.284826749864685,0
5D:69:20:31:4B:81,2024-11-11 08:01:46.829643,46.11135908570478,31.524743604868927,15.488738807260823,0
1C:69:20:31:4B:78,2024-11-10 18:28:46.829643,59.35852051976001,14.737427851018289,24.83749069833658,0
5D:69:20:31:4B:81,2024-11-11 02:13:46.829643,85.64572449833506,31.708162055698093,18.88945375775225,0
1C:69:20:31:4B:78,2024-11-11 18:27:46.829643,52.96079816149002,29.97632725191263,19.203488933243893,0
4D:69:20:31:4B:80,2024-11-11 06:53:46.829643,40.284276088317995,37.30908063503729,29.254376817183427,1
2C:69:20:31:4B:78,2024-11-10 23:19:46.829643,94.44971996964543,45.0159455532157,20.063921032074393,0
4D:69:20:31:4B:80,2024-11-12 00:03:46.829643,42.6143636511458,23.746548320887122,19.005045157450397,0
3D:69:20:31:4B:79,2024-11-12 06:10:46.829643,65.34918681532558,20.6144182962826,30.60504431502739,1
1C:69:20:31:4B:78,2024-11-10 09:01:46.829643,61.53182030071321,34.439417387821024,30.349595559398715,0
4D:69:20:31:4B:80,2024-11-10 11:07:46.829643,46.09602775084828,46.70986743503422,26.21163985649931,1
4D:69:20:31:4B:80,2024-11-11 07:20:46.829643,62.29195768361119,28.383414177407033,34.988939897256294,0
3D:69:20:31:4B:79,2024-11-10 10:15:46.829643,95.2026064715158,44.2778676483949,23.433316157072312,1
3D:69:20:31:4B:79,2024-11-11 14:15:46.829643,80.82477889327126,16.655233866587512,31.17167066040394,1
1C:69:20:31:4B:78,2024-11-11 05:17:46.829643,97.1348282094265,19.091033170054775,33.17914830763256,0
1C:69:20:31:4B:78,2024-11-10 18:27:46.829643,89.01973130801659,35.967133381252395,21.677025250359783,1
4D:69:20:31:4B:80,2024-11-12 05:54:46.829643,61.18867122769892,39.23587835931603,27.540732168193838,0
4D:69:20:31:4B:80,2024-11-11 03:21:46.829643,65.52162096722569,38.741445507554076,29.778651439704987,1
4D:69:20:31:4B:80,2024-11-11 09:53:46.829643,94.06673485598142,49.993786864502496,22.757173661844774,0
2C:69:20:31:4B:78,2024-11-11 05:31:46.829643,43.31538015444488,31.63082770658031,22.505001663023933,0
5D:69:20:31:4B:81,2024-11-12 05:36:46.829643,64.04785083864827,25.48917665535629,34.58134522049515,1
3D:69:20:31:4B:79,2024-11-10 15:27:46.829643,77.8294649724923,22.232667512469032,34.75736751237598,1
4D:69:20:31:4B:80,2024-11-12 06:53:46.829643,51.90722743403593,59.53918004456092,24.748203196291495,1
2C:69:20:31:4B:78,2024-11-12 02:26:46.829643,40.88496067804055,28.62083990932763,26.092448209013668,0
2C:69:20:31:4B:78,2024-11-11 09:45:46.829643,88.10765444277187,50.82376671510981,34.34864113222834,0
4D:69:20:31:4B:80,2024-11-10 22:58:46.829643,81.46792021823822,15.753254642365702,18.924658480757255,0
3D:69:20:31:4B:79,2024-11-10 10:37:46.829643,90.66397152149615,34.15676492194273,34.96501714550451,1
5D:69:20:31:4B:81,2024-11-11 18:42:46.829643,43.55708985906535,57.33171934387575,29.93506059213833,0
3D:69:20:31:4B:79,2024-11-11 02:44:46.829643,78.55955191375017,35.380158151112624,33.086624841687026,1
1C:69:20:31:4B:78,2024-11-10 19:16:46.829643,89.92915531667312,26.227411769766185,22.311723295966274,1
3D:69:20:31:4B:79,2024-11-11 13:35:46.829643,65.00276467180973,49.61191597499657,24.443512190535024,0
3D:69:20:31:4B:79,2024-11-10 19:25:46.829643,76.68598647526636,26.698162092812563,19.16064524906576,0
3D:69:20:31:4B:79,2024-11-11 10:59:46.829643,69.34625828511048,58.42518419116692,16.17775342620299,1
5D:69:20:31:4B:81,2024-11-10 14:55:46.829643,65.91003245746195,39.514879719006544,20.735882674455272,0
3D:69:20:31:4B:79,2024-11-12 01:03:46.829643,48.04185320488486,21.867313686761765,19.768657075523883,1
5D:69:20:31:4B:81,2024-11-11 02:37:46.829643,91.73843949418003,23.455362121805003,30.871092862538738,1
5D:69:20:31:4B:81,2024-11-11 20:04:46.829643,88.35308168316695,35.40970701311688,32.014170968124944,1
2C:69:20:31:4B:78,2024-11-10 19:38:46.829643,88.76511858604555,35.87250136713041,33.169282608556784,0
5D:69:20:31:4B:81,2024-11-11 13:17:46.829643,40.48155078436773,50.08509125561975,31.008652346605466,1
2C:69:20:31:4B:78,2024-11-11 01:01:46.829643,68.67005615618018,52.457599226883445,22.42816186643411,1
1C:69:20:31:4B:78,2024-11-11 12:07:46.829643,83.22894551923346,10.079643619796144,26.37823972866996,1
3D:69:20:31:4B:79,2024-11-11 08:14:46.829643,61.62955423712032,52.235767861005144,20.196455602335554,1
4D:69:20:31:4B:80,2024-11-10 11:05:46.829643,56.56370184127816,13.884275844795981,20.23900880192658,1
1C:69:20:31:4B:78,2024-11-10 10:41:46.829643,91.84084040044984,26.89599644810656,26.847892129025162,0
3D:69:20:31:4B:79,2024-11-11 04:48:46.829643,85.7884832119181,17.767837283195984,21.438672059120265,1
2C:69:20:31:4B:78,2024-11-10 11:44:46.829643,97.02354722620122,18.072903277523086,31.62711405655687,1
5D:69:20:31:4B:81,2024-11-10 09:14:46.829643,84.59280069087761,27.662040259607764,27.165462103357406,1
1C:69:20:31:4B:78,2024-11-11 09:32:46.829643,99.36202515183948,30.37186716057996,30.016398242929533,1
1C:69:20:31:4B:78,2024-11-11 10:15:46.829643,79.96575357402777,40.879488082298984,16.65955437814149,0
1C:69:20:31:4B:78,2024-11-10 11:22:46.829643,42.55591325949808,28.04592876066618,20.807344973586286,0
