deviceHubId,plant_stage,airHumidityPercent,soilHumidityPercent,celciusGradeTemperature,precipitationDetected,nitrogen,phosphorus,potassium,condition_label,createdAt,altitudeMasl
SJ-DEV-1142,plantula,83,31,17.8,0,46,30,25,water_deficit_plantula,2025-05-19T15:58:00Z,933.1138021684426
SJ-DEV-529,plantula,83,45,20.6,0,32,24,25,water_deficit_plantula,2025-05-09T09:00:00Z,1028.714445443849
SJ-DEV-976,plantula,77,74,19.9,0,39,25,35,optimal_plantula,2025-05-11T03:22:00Z,936.4998232157274
SJ-DEV-833,plantula,81,77,20.7,0,15,25,34,n_deficiency_severe,2025-05-12T01:00:00Z,1113.152129014974
SJ-DEV-065,plantula,84,37,20.0,0,32,32,39,water_deficit_plantula,2025-05-24T17:38:00Z,1000.9483862716431
SJ-DEV-271,plantula,80,77,19.1,0,30,26,25,optimal_plantula,2025-05-11T19:24:00Z,1098.3233175970693
SJ-DEV-812,plantula,81,73,19.6,0,34,28,25,optimal_plantula,2025-05-26T02:36:00Z,1252.4299557747177
SJ-DEV-1385,plantula,79,73,19.7,1,17,30,29,n_deficiency_severe,2025-05-09T00:34:00Z,1343.676670862625
SJ-DEV-546,plantula,82,40,20.1,0,43,25,27,water_deficit_plantula,2025-05-30T15:02:00Z,1150.258897380261
SJ-DEV-1231,plantula,82,49,19.8,0,30,25,40,water_deficit_plantula,2025-05-16T15:17:00Z,1309.26577447933
SJ-DEV-1377,plantula,79,74,20.6,0,32,25,38,optimal_plantula,2025-05-28T23:33:00Z,1080.6272563748998
SJ-DEV-337,plantula,79,32,20.4,0,35,19,33,water_deficit_plantula,2025-05-10T22:27:00Z,1329.34308650002
SJ-DEV-1030,plantula,80,33,19.1,0,37,28,33,water_deficit_plantula,2025-05-26T08:53:00Z,1157.5170877936291
SJ-DEV-088,plantula,84,76,20.5,0,16,21,33,n_deficiency_severe,2025-05-12T10:04:00Z,1251.2077384485813
SJ-DEV-472,plantula,80,45,19.6,0,34,25,28,water_deficit_plantula,2025-05-01T21:19:00Z,987.3449592014593
SJ-DEV-942,plantula,83,36,19.4,0,26,20,33,water_deficit_plantula,2025-05-25T18:26:00Z,1192.2559052827203
SJ-DEV-1442,plantula,77,74,20.2,0,33,31,30,optimal_plantula,2025-05-24T03:15:00Z,1050.8885288995161
SJ-DEV-211,plantula,82,47,20.5,0,36,24,31,water_deficit_plantula,2025-05-31T01:18:00Z,1306.4256971794582
SJ-DEV-494,plantula,80,72,20.3,0,20,25,34,n_deficiency_severe,2025-05-12T14:34:00Z,1167.1703739205766
SJ-DEV-939,plantula,82,78,20.0,0,13,27,37,n_deficiency_severe,2025-05-09T18:18:00Z,1149.7936520966161
SJ-DEV-1379,plantula,79,73,19.9,0,29,28,32,optimal_plantula,2025-05-25T10:12:00Z,1286.6626022416535
SJ-DEV-729,plantula,82,32,20.0,0,37,21,33,water_deficit_plantula,2025-05-28T20:51:00Z,1174.5153362767248
SJ-DEV-1170,plantula,82,79,20.4,0,16,24,30,n_deficiency_severe,2025-05-23T13:05:00Z,1066.8790062469575
SJ-DEV-590,plantula,80,73,22.2,0,14,23,34,n_deficiency_severe,2025-05-02T22:05:00Z,965.4664302172978
SJ-DEV-633,plantula,82,74,21.2,0,16,29,30,n_deficiency_severe,2025-05-01T13:44:00Z,1212.2529952417306
SJ-DEV-334,plantula,79,47,20.9,0,36,26,35,water_deficit_plantula,2025-05-01T00:43:00Z,1362.673109564664
SJ-DEV-1461,plantula,82,75,20.1,1,21,27,34,n_deficiency_severe,2025-05-06T02:58:00Z,1321.1694283264303
SJ-DEV-1473,plantula,79,75,19.8,0,33,26,28,optimal_plantula,2025-05-16T10:56:00Z,934.8748926587356
SJ-DEV-587,plantula,77,73,20.5,0,34,29,34,optimal_plantula,2025-05-16T16:54:00Z,1062.6426025145638
SJ-DEV-417,plantula,78,74,19.0,0,40,25,39,optimal_plantula,2025-05-18T22:59:00Z,900.8531870999931
SJ-DEV-616,plantula,81,46,21.6,0,35,24,36,water_deficit_plantula,2025-05-14T14:20:00Z,1237.3485992134536
SJ-DEV-517,plantula,83,74,20.3,1,34,26,29,optimal_plantula,2025-05-09T19:52:00Z,1219.1400583372283
SJ-DEV-1388,plantula,83,79,20.6,0,22,23,35,n_deficiency_severe,2025-05-26T23:53:00Z,1278.9543874267629
SJ-DEV-407,plantula,83,73,19.9,1,30,26,34,optimal_plantula,2025-05-07T22:50:00Z,974.1369646621133
SJ-DEV-197,plantula,85,79,19.6,1,17,25,35,n_deficiency_severe,2025-05-25T10:59:00Z,1008.5168460008178
SJ-DEV-1308,plantula,80,76,20.2,0,40,25,32,optimal_plantula,2025-05-11T09:31:00Z,1116.3861892798586
SJ-DEV-1471,plantula,82,40,19.1,0,36,26,31,water_deficit_plantula,2025-05-13T15:15:00Z,1268.3624279663377
SJ-DEV-577,plantula,77,75,19.1,0,41,23,31,optimal_plantula,2025-05-11T10:47:00Z,1003.5595013637342
SJ-DEV-1271,plantula,79,31,20.3,0,29,28,30,water_deficit_plantula,2025-05-04T06:20:00Z,1311.418462822997
SJ-DEV-692,plantula,83,46,19.9,0,31,27,34,water_deficit_plantula,2025-05-26T18:17:00Z,1090.6005439772769
SJ-DEV-1105,plantula,82,29,21.0,0,34,29,34,water_deficit_plantula,2025-05-22T15:58:00Z,1337.142889630874
SJ-DEV-617,plantula,82,35,19.9,0,39,28,30,water_deficit_plantula,2025-05-27T13:02:00Z,1380.0123322011814
SJ-DEV-268,plantula,85,72,18.5,0,18,24,29,n_deficiency_severe,2025-05-21T07:01:00Z,1168.7438600951632
SJ-DEV-811,plantula,80,76,21.0,0,39,24,33,optimal_plantula,2025-05-02T01:29:00Z,1360.5336796661252
SJ-DEV-1156,plantula,81,34,19.3,0,31,22,30,water_deficit_plantula,2025-05-01T01:09:00Z,1111.0184331199284
SJ-DEV-814,plantula,79,74,19.6,0,38,26,30,optimal_plantula,2025-05-21T14:46:00Z,1242.6350451176959
SJ-DEV-521,plantula,83,78,20.0,1,36,26,37,optimal_plantula,2025-05-26T05:16:00Z,1323.4544230677814
SJ-DEV-1103,plantula,79,78,18.3,0,42,22,28,optimal_plantula,2025-05-08T05:55:00Z,1319.3838929110755
SJ-DEV-730,plantula,82,35,20.2,0,41,20,32,water_deficit_plantula,2025-05-15T20:23:00Z,946.4344127638034
SJ-DEV-573,plantula,81,77,20.7,1,29,21,38,optimal_plantula,2025-05-24T08:13:00Z,1030.1578815207642
SJ-DEV-754,plantula,81,76,20.3,0,35,22,38,optimal_plantula,2025-05-18T10:39:00Z,1105.129010230552
SJ-DEV-488,plantula,86,81,19.4,0,20,26,24,n_deficiency_severe,2025-05-18T11:42:00Z,1328.9121797864993
SJ-DEV-343,plantula,79,78,19.8,0,41,29,33,optimal_plantula,2025-05-04T07:04:00Z,1038.3712646581253
SJ-DEV-902,plantula,79,76,20.3,0,41,33,36,optimal_plantula,2025-05-21T01:42:00Z,956.8694572957552
SJ-DEV-361,plantula,79,77,18.8,0,30,24,26,optimal_plantula,2025-05-28T10:36:00Z,1087.67422539825
SJ-DEV-1277,plantula,84,75,20.4,0,15,26,26,n_deficiency_severe,2025-05-15T17:56:00Z,1006.9429118091089
SJ-DEV-637,plantula,87,76,20.7,1,15,21,25,n_deficiency_severe,2025-05-02T12:19:00Z,1258.11831741457
SJ-DEV-1083,plantula,84,75,18.0,1,17,24,31,n_deficiency_severe,2025-05-23T21:15:00Z,1193.7547579345794
SJ-DEV-1289,plantula,81,79,20.0,0,13,20,34,n_deficiency_severe,2025-05-12T13:27:00Z,926.2494770792343
SJ-DEV-1296,plantula,81,76,19.2,0,40,23,42,optimal_plantula,2025-05-04T23:34:00Z,1338.71518907886
SJ-DEV-1174,plantula,79,42,19.5,0,37,23,34,water_deficit_plantula,2025-05-02T14:52:00Z,1120.2775449771325
SJ-DEV-727,plantula,80,78,19.6,1,32,31,32,optimal_plantula,2025-05-06T02:46:00Z,1288.4435202572545
SJ-DEV-157,plantula,80,74,19.9,1,34,22,32,optimal_plantula,2025-05-28T08:29:00Z,982.6603523662003
SJ-DEV-198,plantula,84,78,17.8,0,19,22,40,n_deficiency_severe,2025-05-07T13:08:00Z,1053.9585813971175
SJ-DEV-962,plantula,77,77,20.1,0,32,27,35,optimal_plantula,2025-05-20T23:02:00Z,936.6631466157991
SJ-DEV-165,plantula,85,67,20.1,1,20,27,33,n_deficiency_severe,2025-05-03T20:44:00Z,1097.495361039121
SJ-DEV-1031,plantula,82,78,21.0,1,36,23,27,optimal_plantula,2025-05-10T13:13:00Z,1114.4551830063183
SJ-DEV-179,plantula,84,41,18.3,0,31,24,35,water_deficit_plantula,2025-05-17T00:52:00Z,1241.3981453614342
SJ-DEV-844,plantula,83,34,21.4,0,33,20,31,water_deficit_plantula,2025-05-05T15:03:00Z,1139.7939271687683
SJ-DEV-213,plantula,82,75,19.5,0,18,23,34,n_deficiency_severe,2025-05-04T03:46:00Z,1100.2559327647446
SJ-DEV-395,plantula,83,39,20.3,0,34,28,31,water_deficit_plantula,2025-05-02T14:15:00Z,1138.9809904887918
SJ-DEV-1036,plantula,79,75,19.6,0,35,26,32,optimal_plantula,2025-05-27T01:22:00Z,1040.6302027087759
SJ-DEV-1486,plantula,81,82,18.4,1,20,30,31,n_deficiency_severe,2025-05-17T07:59:00Z,1084.7627187342443
SJ-DEV-1085,plantula,82,37,18.6,0,38,26,36,water_deficit_plantula,2025-05-17T21:29:00Z,1200.2468732985924
SJ-DEV-884,plantula,83,45,19.9,0,42,23,39,water_deficit_plantula,2025-05-30T01:19:00Z,1003.0339902973981
SJ-DEV-148,plantula,83,33,20.5,0,41,24,41,water_deficit_plantula,2025-05-28T09:16:00Z,1159.4321630753764
SJ-DEV-642,plantula,83,75,20.9,1,17,28,27,n_deficiency_severe,2025-05-18T22:32:00Z,1364.836342513652
SJ-DEV-394,plantula,80,47,19.0,0,32,22,33,water_deficit_plantula,2025-05-13T23:42:00Z,1128.7087284169415
SJ-DEV-987,plantula,81,76,18.7,0,13,26,27,n_deficiency_severe,2025-05-07T19:44:00Z,1234.155255833369
SJ-DEV-1468,plantula,83,43,20.5,0,40,23,39,water_deficit_plantula,2025-05-10T08:26:00Z,1229.921595857644
SJ-DEV-532,plantula,83,34,19.2,0,33,27,31,water_deficit_plantula,2025-05-02T17:36:00Z,1300.6725840107292
SJ-DEV-1244,plantula,82,40,20.0,0,36,25,33,water_deficit_plantula,2025-05-13T18:47:00Z,1262.77518968244
SJ-DEV-336,plantula,80,77,19.2,1,30,24,32,optimal_plantula,2025-05-13T09:20:00Z,1230.3535163378713
SJ-DEV-808,plantula,83,28,19.5,0,34,25,31,water_deficit_plantula,2025-05-11T01:00:00Z,951.8554114807827
SJ-DEV-022,plantula,81,76,20.2,0,43,29,28,optimal_plantula,2025-05-29T16:42:00Z,1083.316875133728
SJ-DEV-699,plantula,85,81,20.3,0,19,19,27,n_deficiency_severe,2025-05-16T05:57:00Z,1297.0301951312094
SJ-DEV-1239,plantula,84,84,21.3,1,14,26,35,n_deficiency_severe,2025-05-17T01:59:00Z,932.5963680300246
SJ-DEV-398,plantula,82,75,20.4,0,31,21,28,optimal_plantula,2025-05-07T19:16:00Z,970.008828819694
SJ-DEV-919,plantula,84,78,20.2,0,20,25,30,n_deficiency_severe,2025-05-07T13:46:00Z,1352.680084464503
SJ-DEV-1038,plantula,83,40,19.2,0,30,23,28,water_deficit_plantula,2025-05-08T23:21:00Z,1194.0087330780157
SJ-DEV-607,plantula,83,32,19.9,0,40,24,27,water_deficit_plantula,2025-05-20T23:47:00Z,1390.0843812111266
SJ-DEV-496,plantula,80,78,19.0,0,36,25,18,optimal_plantula,2025-05-11T04:41:00Z,1276.7901314532432
SJ-DEV-1255,plantula,82,38,18.4,0,37,25,30,water_deficit_plantula,2025-05-26T14:34:00Z,1397.8389750780636
SJ-DEV-1318,plantula,80,76,19.9,0,20,25,34,n_deficiency_severe,2025-05-14T23:43:00Z,1049.30974945996
SJ-DEV-198,plantula,80,73,22.2,1,21,25,28,n_deficiency_severe,2025-05-14T04:50:00Z,1243.0282569790934
SJ-DEV-757,plantula,87,78,20.1,1,15,24,36,n_deficiency_severe,2025-05-31T21:02:00Z,1065.2933715390125
SJ-DEV-031,plantula,79,46,19.6,0,32,27,29,water_deficit_plantula,2025-05-04T20:59:00Z,1372.985051391899
SJ-DEV-244,plantula,79,29,19.8,0,33,29,38,water_deficit_plantula,2025-05-11T19:51:00Z,1046.8906647061187
SJ-DEV-321,plantula,83,76,19.3,0,21,24,32,n_deficiency_severe,2025-05-08T17:25:00Z,997.2831640733833
SJ-DEV-1222,plantula,79,75,19.9,0,30,25,22,optimal_plantula,2025-05-09T19:15:00Z,1307.142180016509
SJ-DEV-019,plantula,87,73,20.0,0,22,26,35,n_deficiency_severe,2025-05-08T05:10:00Z,1039.517329903262
SJ-DEV-656,plantula,82,75,20.6,1,40,24,31,optimal_plantula,2025-05-17T20:11:00Z,1167.0168306439589
SJ-DEV-277,plantula,82,36,19.3,0,31,21,32,water_deficit_plantula,2025-05-19T10:03:00Z,1201.1018566936293
SJ-DEV-874,plantula,83,47,19.8,0,33,23,34,water_deficit_plantula,2025-05-28T05:12:00Z,1069.817121737717
SJ-DEV-441,plantula,81,76,20.9,0,40,23,27,optimal_plantula,2025-05-20T16:41:00Z,1067.117431439326
SJ-DEV-499,plantula,80,76,21.2,0,14,27,32,n_deficiency_severe,2025-05-03T19:56:00Z,1060.5305912272277
SJ-DEV-255,plantula,78,73,20.8,0,46,27,34,optimal_plantula,2025-05-21T10:11:00Z,1033.7518993204694
SJ-DEV-703,plantula,83,31,21.2,0,39,19,30,water_deficit_plantula,2025-05-12T14:52:00Z,1279.8361738297008
SJ-DEV-1082,plantula,82,77,18.5,0,30,31,24,optimal_plantula,2025-05-04T15:13:00Z,1194.614868546028
SJ-DEV-424,plantula,82,73,20.6,0,23,24,38,optimal_plantula,2025-05-10T03:11:00Z,1174.1225291774294
SJ-DEV-1070,plantula,84,75,19.7,1,17,25,34,n_deficiency_severe,2025-05-26T01:47:00Z,1312.0692582624145
SJ-DEV-968,plantula,84,74,19.6,0,12,24,33,n_deficiency_severe,2025-05-28T12:07:00Z,1028.5753040458028
