createdAt,air_humidity_percent,soil_humidity_percent,celcius_grade_temperature,precipitation_detected,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,altitude_masl,deviceHubId
2025-11-12T11:50:40.399Z,76.80097680097681,44.1025641025641,18.227106227106226,0,33.7,12.1,149.4,1450,hub_milagro_01
2025-11-12T11:52:38.753Z,76.82539682539684,44.02930402930403,18.197802197802197,0,33.2,11.9,152.0,1450,hub_milagro_01
2025-11-12T11:54:37.882Z,77.02075702075703,44.07814407814408,18.08058608058608,0,34.9,11.5,144.4,1450,hub_milagro_01
2025-11-12T11:56:38.271Z,77.16727716727718,44.1025641025641,18.227106227106226,0,34.7,12.4,153.7,1450,hub_milagro_01
2025-11-12T11:58:40.135Z,77.1916971916972,44.07814407814408,18.10989010989011,0,34.3,11.9,150.5,1450,hub_milagro_01
2025-11-12T12:00:42.954Z,77.33821733821735,44.02930402930403,18.13919413919414,0,36.2,12.2,147.3,1450,hub_milagro_01
2025-11-12T12:02:44.257Z,77.41147741147742,44.004884004884005,18.315018315018314,0,35.6,12.3,147.0,1450,hub_milagro_01
2025-11-12T12:04:47.574Z,77.65567765567766,44.05372405372405,18.13919413919414,0,35.5,12.4,153.1,1450,hub_milagro_01
2025-11-12T12:06:51.920Z,77.68009768009769,44.15140415140415,18.315018315018314,0,34.3,12.3,156.9,1450,hub_milagro_01
2025-11-12T12:08:56.830Z,77.77777777777779,44.05372405372405,18.256410256410255,0,36.3,11.9,158.1,1450,hub_milagro_01
2025-11-12T12:10:56.893Z,77.92429792429793,44.07814407814408,18.285714285714285,0,36.7,12.0,152.6,1450,hub_milagro_01
2025-11-12T12:13:00.990Z,78.11965811965813,44.15140415140415,18.285714285714285,0,35.6,12.6,155.6,1450,hub_milagro_01
2025-11-12T12:15:00.111Z,78.24175824175825,44.175824175824175,18.285714285714285,0,35.5,12.2,108.3,1450,hub_milagro_01
2025-11-12T12:17:02.736Z,78.36385836385837,44.05372405372405,18.4029304029304,0,35.8,11.7,158.4,1450,hub_milagro_01
2025-11-12T12:19:03.418Z,78.2905982905983,44.12698412698413,18.43223443223443,0,35.2,12.1,161.9,1450,hub_milagro_01
2025-11-12T12:21:01.293Z,78.33943833943835,44.12698412698413,18.46153846153846,0,36.9,12.1,157.6,1450,hub_milagro_01
2025-11-12T12:23:01.527Z,78.26617826617827,44.02930402930403,18.43223443223443,0,37.5,12.4,160.7,1450,hub_milagro_01
2025-11-12T12:25:05.074Z,78.31501831501832,44.05372405372405,18.46153846153846,0,37.4,12.1,158.7,1450,hub_milagro_01
2025-11-12T12:27:08.224Z,78.31501831501832,44.12698412698413,18.49084249084249,0,35.5,12.0,163.9,1450,hub_milagro_01
2025-11-12T12:29:13.912Z,78.33943833943835,44.15140415140415,18.52014652014652,0,36.8,12.7,160.6,1450,hub_milagro_01
2025-11-12T12:31:14.796Z,78.21733821733822,44.1025641025641,18.52014652014652,0,37.0,12.5,159.3,1450,hub_milagro_01
2025-11-12T12:33:13.219Z,78.24175824175825,44.15140415140415,18.46153846153846,0,64.8,11.9,166.0,1450,hub_milagro_01
2025-11-12T12:35:15.965Z,78.26617826617827,44.224664224664224,18.578754578754577,0,38.6,12.6,163.8,1450,hub_milagro_01
2025-11-12T12:37:17.398Z,78.33943833943835,44.15140415140415,18.578754578754577,0,38.2,12.7,168.4,1450,hub_milagro_01
2025-11-12T12:39:16.438Z,78.21733821733822,44.07814407814408,18.578754578754577,0,37.0,12.2,164.5,1450,hub_milagro_01
2025-11-12T12:41:20.481Z,78.16849816849818,44.15140415140415,18.666666666666664,0,37.0,11.9,170.2,1450,hub_milagro_01
2025-11-12T12:43:20.484Z,78.1929181929182,44.175824175824175,18.754578754578752,0,38.6,12.7,163.1,1450,hub_milagro_01
2025-11-12T12:45:19.026Z,78.2905982905983,44.15140415140415,18.81318681318681,0,37.8,12.6,162.9,1450,hub_milagro_01
2025-11-12T12:47:22.123Z,78.31501831501832,44.05372405372405,18.901098901098898,0,37.8,12.4,166.6,1450,hub_milagro_01
2025-11-12T12:49:27.650Z,78.26617826617827,44.07814407814408,18.930402930402927,0,38.2,12.7,173.2,1450,hub_milagro_01
2025-11-12T12:51:30.274Z,78.2905982905983,44.05372405372405,18.930402930402927,0,37.9,12.4,171.8,1450,hub_milagro_01
2025-11-12T12:53:32.363Z,78.1929181929182,44.15140415140415,19.047619047619044,0,39.3,12.3,165.2,1450,hub_milagro_01
2025-11-12T12:55:35.661Z,78.2905982905983,44.02930402930403,19.13553113553114,0,37.6,12.2,172.7,1450,hub_milagro_01
2025-11-12T12:57:38.338Z,78.1929181929182,44.07814407814408,19.223443223443226,0,38.2,12.1,168.5,1450,hub_milagro_01
2025-11-12T12:59:40.741Z,78.24175824175825,44.12698412698413,19.369963369963372,0,38.4,12.1,167.8,1450,hub_milagro_01
2025-11-12T13:01:45.566Z,78.24175824175825,44.175824175824175,19.311355311355314,0,40.0,12.2,165.3,1450,hub_milagro_01
2025-11-12T13:03:49.116Z,78.1929181929182,44.02930402930403,19.42857142857143,0,39.6,12.8,166.0,1450,hub_milagro_01
2025-11-12T13:05:51.610Z,78.26617826617827,44.1025641025641,19.45787545787546,0,39.1,13.0,166.7,1450,hub_milagro_01
2025-11-12T13:07:50.781Z,78.16849816849818,44.15140415140415,19.516483516483518,0,38.4,12.3,168.6,1450,hub_milagro_01
2025-11-12T13:09:50.289Z,78.11965811965813,44.12698412698413,19.633699633699635,0,39.0,12.4,170.2,1450,hub_milagro_01
2025-11-12T13:11:50.272Z,78.11965811965813,44.02930402930403,19.633699633699635,0,40.8,12.7,169.9,1450,hub_milagro_01
2025-11-12T13:13:50.552Z,78.21733821733822,44.004884004884005,19.692307692307693,0,41.2,12.9,167.0,1450,hub_milagro_01
2025-11-12T13:15:49.783Z,78.1929181929182,44.004884004884005,19.83882783882784,0,41.0,12.4,165.4,1450,hub_milagro_01
2025-11-12T13:17:54.481Z,78.14407814407815,44.12698412698413,19.897435897435898,0,39.1,12.4,163.6,1450,hub_milagro_01
2025-11-12T13:19:53.258Z,78.02197802197803,44.15140415140415,20.102564102564102,0,40.3,13.2,165.4,1450,hub_milagro_01
2025-11-12T13:21:56.778Z,77.89987789987791,44.05372405372405,20.043956043956044,0,41.5,12.7,165.1,1450,hub_milagro_01
2025-11-12T13:23:58.565Z,77.80219780219781,44.02930402930403,20.102564102564102,0,40.1,12.4,165.8,1450,hub_milagro_01
2025-11-12T13:26:03.249Z,77.53357753357754,44.05372405372405,20.19047619047619,0,41.4,12.8,165.5,1450,hub_milagro_01
2025-11-12T13:28:05.840Z,77.36263736263737,44.2002442002442,20.366300366300365,0,40.3,13.3,160.9,1450,hub_milagro_01
2025-11-12T13:30:06.329Z,77.1916971916972,44.12698412698413,20.454212454212453,0,39.7,13.2,159.4,1450,hub_milagro_01
2025-11-12T13:32:10.667Z,77.02075702075703,44.02930402930403,20.454212454212453,0,40.0,12.9,163.3,1450,hub_milagro_01
2025-11-12T13:34:11.670Z,76.94749694749696,44.12698412698413,20.454212454212453,0,41.3,12.7,160.8,1450,hub_milagro_01
2025-11-12T13:36:12.735Z,76.87423687423689,44.07814407814408,20.6007326007326,0,38.4,12.4,159.5,1450,hub_milagro_01
2025-11-12T13:38:15.893Z,76.70329670329672,44.02930402930403,20.630036630036628,0,41.0,12.4,160.5,1450,hub_milagro_01
2025-11-12T13:40:18.174Z,76.5811965811966,44.07814407814408,20.776556776556774,0,40.1,12.6,116.8,1450,hub_milagro_01
2025-11-12T13:42:23.693Z,76.36141636141636,44.05372405372405,20.747252747252745,0,41.1,12.7,160.7,1450,hub_milagro_01
2025-11-12T13:44:22.390Z,76.19047619047619,44.1025641025641,20.92307692307692,0,39.0,13.4,157.0,1450,hub_milagro_01
2025-11-12T13:46:25.508Z,76.14163614163614,44.12698412698413,20.95238095238095,0,38.7,13.3,151.9,1450,hub_milagro_01
2025-11-12T13:48:24.099Z,75.84859584859585,44.004884004884005,21.098901098901095,0,40.4,12.5,152.6,1450,hub_milagro_01
2025-11-12T13:50:28.897Z,75.7997557997558,43.98046398046398,21.157509157509153,0,40.4,12.7,156.5,1450,hub_milagro_01
2025-11-12T13:52:33.144Z,75.7020757020757,44.05372405372405,21.128205128205124,0,60.8,13.5,157.2,1450,hub_milagro_01
2025-11-12T13:54:36.688Z,75.55555555555556,44.05372405372405,21.27472527472527,0,40.6,12.6,149.2,1450,hub_milagro_01
2025-11-12T13:56:35.843Z,75.31135531135531,44.05372405372405,21.391941391941387,0,39.0,12.7,155.6,1450,hub_milagro_01
2025-11-12T13:58:36.686Z,75.21367521367522,44.004884004884005,21.479853479853475,0,39.5,13.3,154.3,1450,hub_milagro_01
2025-11-12T14:00:40.222Z,75.11599511599512,43.98046398046398,21.421245421245416,0,37.9,13.2,150.2,1450,hub_milagro_01
2025-11-12T14:02:44.465Z,74.94505494505495,44.05372405372405,21.509157509157504,0,39.4,12.6,151.9,1450,hub_milagro_01
2025-11-12T14:04:44.221Z,74.72527472527473,44.07814407814408,21.59706959706959,0,38.0,13.4,143.4,1450,hub_milagro_01
2025-11-12T14:06:47.026Z,74.67643467643468,44.07814407814408,21.68498168498168,0,38.2,12.8,144.4,1450,hub_milagro_01
2025-11-12T14:08:50.525Z,74.48107448107449,43.956043956043956,21.802197802197796,0,40.3,12.5,149.8,1450,hub_milagro_01
2025-11-12T14:10:52.411Z,74.31013431013432,44.05372405372405,21.772893772893767,0,40.1,12.6,142.1,1450,hub_milagro_01
2025-11-12T14:12:53.611Z,74.21245421245422,44.02930402930403,21.948717948717956,0,38.6,13.3,141.7,1450,hub_milagro_01
2025-11-12T14:14:57.423Z,74.04151404151405,44.004884004884005,22.036630036630044,0,39.4,12.8,143.0,1450,hub_milagro_01
2025-11-12T14:16:56.442Z,73.87057387057388,44.1025641025641,22.15384615384616,0,37.6,12.5,148.7,1450,hub_milagro_01
2025-11-12T14:18:57.937Z,73.77289377289378,43.98046398046398,22.15384615384616,0,38.2,13.0,140.6,1450,hub_milagro_01
2025-11-12T14:21:01.587Z,73.69963369963371,44.05372405372405,22.271062271062277,0,40.0,13.2,143.9,1450,hub_milagro_01
2025-11-12T14:23:01.719Z,73.47985347985349,43.93162393162393,22.329670329670336,0,37.6,12.6,143.6,1450,hub_milagro_01
2025-11-12T14:25:02.464Z,73.38217338217338,44.07814407814408,22.388278388278394,0,38.0,13.3,142.3,1450,hub_milagro_01
2025-11-12T14:27:03.434Z,73.3089133089133,44.004884004884005,22.50549450549451,0,37.6,12.9,139.1,1450,hub_milagro_01
2025-11-12T14:29:03.613Z,73.18681318681318,43.98046398046398,22.53479853479854,0,39.2,13.1,137.9,1450,hub_milagro_01
2025-11-12T14:31:03.572Z,73.08913308913309,43.956043956043956,22.739926739926744,0,38.0,13.1,138.6,1450,hub_milagro_01
2025-11-12T14:33:06.296Z,72.96703296703296,43.98046398046398,22.652014652014657,0,39.2,13.0,141.9,1450,hub_milagro_01
2025-11-12T14:35:08.405Z,72.86935286935287,43.98046398046398,22.85714285714286,0,37.7,12.5,138.0,1450,hub_milagro_01
2025-11-12T14:37:12.834Z,72.74725274725274,44.004884004884005,22.798534798534803,0,37.2,12.9,139.8,1450,hub_milagro_01
2025-11-12T14:39:16.459Z,72.74725274725274,44.07814407814408,23.003663003663007,0,39.6,12.6,141.2,1450,hub_milagro_01
2025-11-12T14:41:18.360Z,72.6007326007326,44.02930402930403,23.003663003663007,0,36.7,12.7,134.5,1450,hub_milagro_01
2025-11-12T14:43:21.977Z,72.5030525030525,44.07814407814408,23.032967032967036,0,38.2,12.5,137.8,1450,hub_milagro_01
2025-11-12T14:45:26.086Z,72.33211233211233,43.956043956043956,23.120879120879124,0,38.6,13.3,137.1,1450,hub_milagro_01
2025-11-12T14:47:29.053Z,72.28327228327228,43.93162393162393,23.32600732600733,0,37.4,12.8,135.9,1450,hub_milagro_01
2025-11-12T14:49:28.679Z,72.18559218559218,44.05372405372405,23.2967032967033,0,38.4,12.6,138.1,1450,hub_milagro_01
2025-11-12T14:51:31.848Z,72.13675213675214,43.93162393162393,23.472527472527474,0,38.2,12.7,135.9,1450,hub_milagro_01
2025-11-12T14:53:31.140Z,72.08791208791209,44.07814407814408,23.472527472527474,0,36.5,13.0,140.8,1450,hub_milagro_01
2025-11-12T14:55:32.166Z,71.99023199023199,44.05372405372405,23.61904761904762,0,38.6,12.4,137.0,1450,hub_milagro_01
2025-11-12T14:57:35.459Z,71.7948717948718,44.1025641025641,23.58974358974359,0,38.5,13.1,134.7,1450,hub_milagro_01
2025-11-12T14:59:37.428Z,71.67277167277167,44.07814407814408,23.794871794871796,0,37.9,13.1,133.4,1450,hub_milagro_01
2025-11-12T15:01:36.085Z,71.62393162393163,44.02930402930403,23.765567765567766,0,36.4,12.6,142.4,1450,hub_milagro_01
2025-11-12T15:03:38.241Z,71.5018315018315,43.956043956043956,23.765567765567766,0,36.0,13.1,141.5,1450,hub_milagro_01
2025-11-12T15:05:41.142Z,71.42857142857143,44.004884004884005,23.94139194139194,0,35.9,12.2,135.8,1450,hub_milagro_01
2025-11-12T15:07:42.308Z,71.35531135531136,44.05372405372405,23.94139194139194,0,38.2,12.6,134.5,1450,hub_milagro_01
2025-11-12T15:09:41.439Z,71.20879120879121,44.05372405372405,24.05860805860806,0,37.0,12.8,134.4,1450,hub_milagro_01
2025-11-12T15:11:44.399Z,71.20879120879121,44.004884004884005,24.087912087912088,0,38.6,12.4,133.8,1450,hub_milagro_01
2025-11-12T15:13:47.340Z,71.08669108669109,44.004884004884005,24.205128205128204,0,38.1,12.3,141.6,1450,hub_milagro_01
2025-11-12T15:15:51.468Z,70.91575091575092,44.1025641025641,24.263736263736263,0,36.2,12.1,143.3,1450,hub_milagro_01
2025-11-12T15:17:50.365Z,70.96459096459097,44.07814407814408,24.293040293040292,0,36.5,12.2,137.8,1450,hub_milagro_01
2025-11-12T15:19:52.509Z,70.81807081807082,44.004884004884005,24.556776556776555,0,37.9,12.8,135.0,1450,hub_milagro_01
2025-11-12T15:21:55.313Z,70.72039072039072,43.98046398046398,24.498168498168496,0,37.7,12.4,134.8,1450,hub_milagro_01
2025-11-12T15:24:00.076Z,70.5982905982906,44.05372405372405,24.439560439560438,0,38.1,12.7,144.0,1450,hub_milagro_01
2025-11-12T15:26:04.375Z,70.47619047619048,44.05372405372405,24.439560439560438,0,36.3,12.5,138.4,1450,hub_milagro_01
2025-11-12T15:28:04.983Z,70.42735042735043,44.02930402930403,24.439560439560438,0,37.5,12.9,136.0,1450,hub_milagro_01
2025-11-12T15:30:09.204Z,70.32967032967034,44.05372405372405,24.439560439560438,0,36.6,12.7,144.9,1450,hub_milagro_01
2025-11-12T15:32:12.297Z,70.28083028083027,44.07814407814408,24.41025641025641,0,38.3,12.7,136.8,1450,hub_milagro_01
2025-11-12T15:34:13.369Z,70.25641025641025,44.1025641025641,24.263736263736263,0,39.3,12.1,144.1,1450,hub_milagro_01
2025-11-12T15:36:15.588Z,70.23199023199022,43.98046398046398,24.234432234432234,0,37.8,12.6,138.8,1450,hub_milagro_01
2025-11-12T15:38:16.932Z,70.03663003663003,44.05372405372405,24.35164835164835,0,37.0,12.1,138.7,1450,hub_milagro_01
2025-11-12T15:40:16.650Z,69.98778998778998,44.05372405372405,24.205128205128204,0,37.6,12.5,140.7,1450,hub_milagro_01
2025-11-12T15:42:19.862Z,70.03663003663003,44.07814407814408,24.117216117216117,0,36.8,12.0,142.2,1450,hub_milagro_01
2025-11-12T15:44:21.642Z,69.86568986568986,44.004884004884005,24.234432234432234,0,37.6,12.7,139.9,1450,hub_milagro_01
2025-11-12T15:46:21.147Z,69.79242979242979,44.05372405372405,24.205128205128204,0,40.0,12.2,140.0,1450,hub_milagro_01
2025-11-12T15:48:23.144Z,69.74358974358974,44.1025641025641,24.087912087912088,0,39.0,12.1,144.8,1450,hub_milagro_01
2025-11-12T15:50:25.527Z,69.67032967032966,43.956043956043956,24.05860805860806,0,37.5,12.3,140.9,1450,hub_milagro_01
2025-11-12T15:52:29.688Z,69.54822954822954,44.1025641025641,24.087912087912088,0,37.7,12.0,139.1,1450,hub_milagro_01
2025-11-12T15:54:30.295Z,69.54822954822954,44.1025641025641,24.05860805860806,0,39.1,12.7,142.8,1450,hub_milagro_01
2025-11-12T15:56:32.374Z,69.4993894993895,44.05372405372405,23.94139194139194,0,38.8,11.9,137.1,1450,hub_milagro_01
2025-11-12T15:58:31.953Z,69.4017094017094,44.05372405372405,23.912087912087912,0,39.9,12.1,140.2,1450,hub_milagro_01
2025-11-12T16:00:32.689Z,69.37728937728937,44.004884004884005,23.94139194139194,0,40.2,12.5,143.9,1450,hub_milagro_01
2025-11-12T16:02:35.738Z,69.23076923076923,44.07814407814408,23.912087912087912,0,39.8,12.4,145.6,1450,hub_milagro_01
2025-11-12T16:04:33.321Z,69.25518925518925,44.004884004884005,23.882783882783883,0,39.3,12.6,146.5,1450,hub_milagro_01
2025-11-12T16:06:34.678Z,69.13308913308913,44.004884004884005,23.853479853479854,0,39.5,12.3,142.9,1450,hub_milagro_01
2025-11-12T16:08:36.980Z,69.05982905982906,44.004884004884005,23.853479853479854,0,41.1,12.7,145.3,1450,hub_milagro_01
2025-11-12T16:10:41.738Z,69.05982905982906,44.12698412698413,23.706959706959708,0,40.0,12.6,141.7,1450,hub_milagro_01
2025-11-12T16:12:40.946Z,69.01098901098901,44.07814407814408,23.736263736263737,0,39.2,12.6,140.6,1450,hub_milagro_01
2025-11-12T16:14:38.926Z,68.84004884004884,44.004884004884005,23.794871794871796,0,38.9,12.1,142.7,1450,hub_milagro_01
2025-11-12T16:16:41.901Z,68.88888888888889,44.004884004884005,23.706959706959708,0,41.0,12.0,141.0,1450,hub_milagro_01
2025-11-12T16:18:46.038Z,68.76678876678876,44.1025641025641,23.61904761904762,0,39.4,12.6,148.2,1450,hub_milagro_01
2025-11-12T16:20:50.009Z,68.64468864468864,44.02930402930403,23.67765567765568,0,39.8,12.7,143.8,1450,hub_milagro_01
2025-11-12T16:22:49.166Z,68.4981684981685,44.07814407814408,23.67765567765568,0,39.7,12.4,146.7,1450,hub_milagro_01
2025-11-12T16:24:53.527Z,68.37606837606837,43.956043956043956,23.58974358974359,0,39.8,11.8,142.3,1450,hub_milagro_01
2025-11-12T16:26:54.740Z,68.2051282051282,44.004884004884005,23.531135531135533,0,41.4,11.7,140.6,1450,hub_milagro_01
2025-11-12T16:28:54.120Z,67.93650793650794,44.05372405372405,23.501831501831504,0,40.1,12.6,144.5,1450,hub_milagro_01
2025-11-12T16:30:58.821Z,67.83882783882784,43.98046398046398,23.443223443223445,0,41.6,12.2,148.0,1450,hub_milagro_01
2025-11-12T16:33:02.924Z,67.5946275946276,43.98046398046398,23.531135531135533,0,40.2,12.5,144.9,1450,hub_milagro_01
2025-11-12T16:35:01.135Z,67.3992673992674,43.956043956043956,23.472527472527474,0,41.5,12.3,0.0,1450,hub_milagro_01
2025-11-12T16:37:02.717Z,67.1062271062271,44.02930402930403,23.355311355311358,0,40.0,12.0,148.8,1450,hub_milagro_01
2025-11-12T16:39:03.890Z,67.008547008547,43.93162393162393,23.384615384615387,0,42.1,12.2,146.9,1450,hub_milagro_01
2025-11-12T16:41:07.228Z,66.73992673992673,43.98046398046398,23.443223443223445,0,41.5,12.3,146.0,1450,hub_milagro_01
2025-11-12T16:43:11.783Z,66.69108669108668,44.004884004884005,23.472527472527474,0,42.1,12.5,151.0,1450,hub_milagro_01
2025-11-12T16:45:15.250Z,66.44688644688644,43.956043956043956,23.443223443223445,0,42.0,12.2,150.2,1450,hub_milagro_01
2025-11-12T16:47:18.791Z,66.22710622710622,43.98046398046398,23.443223443223445,0,43.1,12.4,148.0,1450,hub_milagro_01
2025-11-12T16:49:17.695Z,66.007326007326,43.98046398046398,23.501831501831504,0,43.4,12.1,151.0,1450,hub_milagro_01
2025-11-12T16:51:19.869Z,65.95848595848595,43.956043956043956,23.61904761904762,0,43.1,12.3,149.1,1450,hub_milagro_01
2025-11-12T16:53:22.944Z,65.64102564102564,44.02930402930403,23.531135531135533,0,43.0,11.5,146.5,1450,hub_milagro_01
2025-11-12T16:55:25.572Z,65.61660561660561,44.004884004884005,23.531135531135533,0,41.9,12.2,146.3,1450,hub_milagro_01
2025-11-12T16:57:28.720Z,65.37240537240537,44.004884004884005,23.560439560439562,0,43.4,11.6,149.9,1450,hub_milagro_01
2025-11-12T16:59:33.480Z,65.12820512820512,44.004884004884005,23.61904761904762,0,42.1,11.2,153.5,1450,hub_milagro_01
2025-11-12T17:01:34.200Z,65.03052503052503,44.1025641025641,23.67765567765568,0,42.0,11.7,154.6,1450,hub_milagro_01
2025-11-12T17:03:36.750Z,64.76190476190476,44.05372405372405,23.64835164835165,0,43.1,11.3,154.4,1450,hub_milagro_01
2025-11-12T17:05:39.049Z,64.59096459096459,44.07814407814408,23.736263736263737,0,43.4,11.1,147.4,1450,hub_milagro_01
2025-11-12T17:07:44.675Z,64.49328449328449,44.02930402930403,23.67765567765568,0,42.9,11.0,153.4,1450,hub_milagro_01
2025-11-12T17:09:49.183Z,64.32234432234432,43.98046398046398,23.706959706959708,0,42.5,11.6,149.1,1450,hub_milagro_01
2025-11-12T17:11:49.713Z,64.17582417582418,44.1025641025641,23.882783882783883,0,42.1,11.9,153.4,1450,hub_milagro_01
2025-11-12T17:13:52.084Z,63.98046398046397,44.1025641025641,23.853479853479854,0,43.0,11.9,157.0,1450,hub_milagro_01
2025-11-12T17:15:55.277Z,63.8095238095238,44.02930402930403,23.794871794871796,0,44.8,11.4,147.9,1450,hub_milagro_01
2025-11-12T17:17:58.407Z,63.540903540903535,44.05372405372405,23.882783882783883,0,42.9,11.6,151.8,1450,hub_milagro_01
2025-11-12T17:20:01.512Z,63.34554334554334,43.93162393162393,23.94139194139194,0,43.7,11.6,151.7,1450,hub_milagro_01
2025-11-12T17:22:02.461Z,63.24786324786324,44.004884004884005,23.97069597069597,0,43.8,11.4,155.2,1450,hub_milagro_01
2025-11-12T17:24:01.728Z,63.369963369963365,44.004884004884005,23.97069597069597,0,43.2,10.8,149.0,1450,hub_milagro_01
2025-11-12T17:26:03.568Z,63.34554334554334,43.93162393162393,23.97069597069597,0,43.1,10.7,155.3,1450,hub_milagro_01
2025-11-12T17:28:07.926Z,63.51648351648351,44.004884004884005,24.02930402930403,0,42.3,11.0,151.0,1450,hub_milagro_01
2025-11-12T17:30:09.078Z,63.63858363858363,44.02930402930403,24.02930402930403,0,43.0,11.2,154.5,1450,hub_milagro_01
2025-11-12T17:32:13.450Z,63.73626373626373,44.05372405372405,24.205128205128204,0,43.3,11.1,153.3,1450,hub_milagro_01
2025-11-12T17:34:14.752Z,63.78510378510378,44.05372405372405,24.146520146520146,0,41.8,10.8,158.8,1450,hub_milagro_01
2025-11-12T17:36:17.563Z,63.85836385836385,44.05372405372405,24.234432234432234,0,41.5,11.2,159.3,1450,hub_milagro_01
2025-11-12T17:38:17.258Z,63.95604395604395,44.07814407814408,24.263736263736263,0,41.8,10.8,157.3,1450,hub_milagro_01
2025-11-12T17:40:16.991Z,64.05372405372405,44.02930402930403,24.32234432234432,0,42.4,10.4,159.4,1450,hub_milagro_01
2025-11-12T17:42:19.409Z,64.2002442002442,43.98046398046398,24.234432234432234,0,40.5,10.4,154.2,1450,hub_milagro_01
2025-11-12T17:44:21.695Z,64.17582417582418,43.956043956043956,24.32234432234432,0,43.0,10.7,155.3,1450,hub_milagro_01
2025-11-12T17:46:22.803Z,64.2979242979243,43.98046398046398,24.293040293040292,0,40.1,10.9,157.2,1450,hub_milagro_01
2025-11-12T17:48:21.819Z,64.37118437118437,44.02930402930403,24.38095238095238,0,40.1,10.3,158.6,1450,hub_milagro_01
2025-11-12T17:50:22.029Z,64.51770451770452,44.004884004884005,24.293040293040292,0,40.6,10.1,155.5,1450,hub_milagro_01
2025-11-12T17:52:24.374Z,64.54212454212454,43.98046398046398,24.38095238095238,0,41.1,10.6,163.4,1450,hub_milagro_01
2025-11-12T17:54:26.176Z,64.78632478632478,43.956043956043956,24.468864468864467,0,41.6,10.6,160.8,1450,hub_milagro_01
2025-11-12T17:56:27.610Z,64.81074481074481,43.956043956043956,24.41025641025641,0,40.1,10.5,163.6,1450,hub_milagro_01
2025-11-12T17:58:31.634Z,64.83516483516483,44.004884004884005,24.41025641025641,0,38.9,10.8,164.4,1450,hub_milagro_01
2025-11-12T18:00:33.084Z,65.07936507936508,43.956043956043956,24.556776556776555,0,39.1,10.2,160.5,1450,hub_milagro_01
2025-11-12T18:02:32.116Z,65.17704517704517,43.98046398046398,24.527472527472526,0,39.6,10.6,163.0,1450,hub_milagro_01
2025-11-12T18:04:32.895Z,65.17704517704517,43.98046398046398,24.586080586080584,0,40.4,9.9,163.4,1450,hub_milagro_01
2025-11-12T18:06:37.624Z,65.32356532356532,43.93162393162393,24.615384615384613,0,39.9,10.6,162.2,1450,hub_milagro_01
2025-11-12T18:08:37.586Z,65.42124542124542,44.05372405372405,24.849816849816847,0,39.8,9.9,161.1,1450,hub_milagro_01
2025-11-12T18:10:36.149Z,65.44566544566544,44.05372405372405,24.937728937728934,0,39.6,10.1,154.4,1450,hub_milagro_01
2025-11-12T18:12:40.412Z,65.66544566544566,43.956043956043956,24.908424908424905,0,38.2,10.1,158.2,1450,hub_milagro_01
